Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,Manor Court,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,2353.89
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,Matrix Park,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,3513.3
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,MITCHELL WAY PREMISES,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,3588.91
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,NHS - Totton Dialysis,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,3942.28
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,NHS Fareham Dialysis,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,2721.07
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,Railway Triangle,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,2145.82
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Bldg/Eng Equip Maint/Rep,RODNEY RD CENTRE,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,53119854,1618.55
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Rent,MITCHELL WAY PREMISES,SACKVILLE UK PROPERTY SELECT II (GP) LTD,53119881,49905.48
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Limbs,Limbs,HUGH STEEPER LTD,53122172,128917.43
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Med & Surg Equip General,Sleep Service,RESMED (UK) LTD,53125464,32311.2
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131444,54807.84
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131449,27403.92
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131459,33781.92
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131464,33781.92
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131471,33781.92
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131479,27009.6
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53131504,27009.6
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,NOVARTIS PHARMACEUTICALS UK LTD,53132382,49896
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Computer Software/License,PROCUREMENT SERVICES,INGENICA SOLUTIONS LTD,53141168,66292.18
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Bank Account 1,Balance Sheet,FRIMLEY HEALTH NHS FOUNDATION TRUST,53141820,331039
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Independent Sector,COLORECTAL MEDICAL STAFF,SURGICAL CONSORTIUM LTD ( THE),53141830,48962
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,PULSE HEALTHCARE LTD,53141867,698596.72
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,PULSE HEALTHCARE LTD,53141885,51712.29
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,PULSE HEALTHCARE LTD,53141899,405073.48
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Bank Account 1,Balance Sheet,FRIMLEY HEALTH NHS FOUNDATION TRUST,53141921,-331039
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,53141927,565976.01
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Limbs,Limbs,HUGH STEEPER LTD,53142427,79997.8
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Patients Appl: Purchase,Orthotics,HUGH STEEPER LTD,53142427,85864.28
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Payroll Ded'ns N/S Curr,Balance Sheet,SALARY FINANCE LIMITED,53142432,36616.38
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53143512,54807.84
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53143517,27403.92
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53143523,54807.84
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Computer Maintenance,PACs/CRIS Consortium,SECTRA LTD,53143935,37454.4
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Computer Maintenance,PACs/CRIS Consortium,SECTRA LTD,53143946,282666
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Rent,NHS Fareham Dialysis,PORTAKABIN LTD,53144402,58299.64
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Contr Estate Management,Energy and Utilities QAH,OVE ARUP & PARTNERS,53144411,50000
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Sector,Outpatient Pharmacy,LP HCS LTD,53144756,93563.04
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,LP HCS LTD,53144756,167602.93
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SrvcsRecd-FoundationTrust,Orthopaedic Central,FRIMLEY HEALTH NHS FOUNDATION TRUST,53144761,296169
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,GENMED ME LTD,53144762,1979018.8
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Sector,DIA - Salisbury Dialysis,DIAVERUM UK LTD,53144777,29096.08
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Sector,DIA - Salisbury Dialysis,DIAVERUM FACILITIES MANAGEMENT,53144779,49405.72
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Commercial Sector,DIA - Havant Dialysis,DIAVERUM UK LTD,53144785,73229.28
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53145530,54807.84
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,QUANTUM PHARMACEUTICAL LTD,53145534,54807.84
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,PHOENIX HEALTHCARE DISTRIBUTION LTD,53145553,26926.56
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,PHOENIX HEALTHCARE DISTRIBUTION LTD,53145675,27616.32
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,ALLOGA UK LTD,53145759,34920
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,SYS Inventory,Balance Sheet,ROCHE PRODUCTS LTD,53145903,41582.02
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Med & Surg Equip Hire,BBEC Project,ARJO UK LTD,53147836,25171.2
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Laboratory Test Kits,Microbiology,ROCHE DIAGNOSTICS LTD,53155039,414502.61
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Equip Maint Contracts,Nuclear Medicine PHT,SUPPLY CHAIN COORDINATION LIMITED,53166182,67839.54
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Equip Maint Contracts,Nuclear Medicine PHT,SUPPLY CHAIN COORDINATION LIMITED,53166661,55400
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,NonNHS Trade Pybls Curr,Balance Sheet,HSBC PURCHASING VISA,4.71507E+15,37992.99
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Blood Products,Blood Transfusion Service,Blood Transfusion Service,NHSBT-S014-DEC,238049.45
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,Postage & Carriage,QAH Patient Communications,QUADIENT,906555,61527.76
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,External Data Contracts,SBS,NHS SHARED BUSINESS SERVICES,ES-25354,34373.28
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,External Data Contracts,SBS,NHS SHARED BUSINESS SERVICES,F&A-25354,51485.76
Department of Health,Portsmouth Hospitals University NHS Trust,31/12/2024,CNST contributions,TRUST CENTRAL EXPENSES,NHS RESOLUTION,NHSLACONT-T029,2463846.4
